date,T,XLK
2020-09-08,29.51,112.78
2020-09-09,29.37,116.46
2020-09-10,28.91,113.83
2020-09-11,29.0,112.96
2020-09-14,29.14,115.33
2020-09-15,29.12,116.47
2020-09-16,29.24,114.67
2020-09-17,29.07,113.72
2020-09-18,28.93,111.76
2020-09-21,28.63,112.44
2020-09-22,28.51,114.22
2020-09-23,27.87,110.66
2020-09-24,28.04,111.28
2020-09-25,28.04,113.94
2020-09-28,28.38,116.12
2020-09-29,28.3,115.73
2020-09-30,28.51,116.7
2020-10-01,28.49,117.93
2020-10-02,28.68,114.94
2020-10-05,28.67,117.46
2020-10-06,28.71,115.64
2020-10-07,28.8,117.76
2020-10-08,28.61,118.37
2020-10-09,28.32,120.18
2020-10-12,28.13,123.46
2020-10-13,27.75,122.67
2020-10-14,27.49,122.02
2020-10-15,27.45,121.47
2020-10-16,27.33,121.12
2020-10-19,26.88,118.9
2020-10-20,26.76,119.31
2020-10-21,26.72,119.13
2020-10-22,28.28,118.57
2020-10-23,27.82,118.44
2020-10-26,27.38,115.87
2020-10-27,26.92,116.45
2020-10-28,26.5,111.51
2020-10-29,26.76,113.37
2020-10-30,27.02,110.86
2020-11-02,27.34,111.14
2020-11-03,27.46,113.1
2020-11-04,27.04,117.5
2020-11-05,27.51,121.15
2020-11-06,27.44,121.58
2020-11-09,28.3,120.7
2020-11-10,28.85,118.45
2020-11-11,28.73,121.26
2020-11-12,28.44,120.18
2020-11-13,28.91,121.2
2020-11-16,28.97,122.37
2020-11-17,29.03,121.69
2020-11-18,28.62,120.39
2020-11-19,28.28,121.36
2020-11-20,28.32,120.11
2020-11-23,28.62,120.08
2020-11-24,29.23,121.75
2020-11-25,28.99,122.01
2020-11-27,29.03,122.66
2020-11-30,28.75,123.48
2020-12-01,28.87,125.06
2020-12-02,29.09,124.87
2020-12-03,29.23,124.79
2020-12-04,29.54,126.04
2020-12-07,29.64,126.4
2020-12-08,30.81,126.81
2020-12-09,31.46,124.38
2020-12-10,30.69,124.56
2020-12-11,31.01,124.3
2020-12-14,30.55,124.75
2020-12-15,30.58,126.83
2020-12-16,30.29,127.69
2020-12-17,29.62,128.7
2020-12-18,29.4,128.25
2020-12-21,29.01,128.08
2020-12-22,28.4,129.19
2020-12-23,28.75,128.21001
2020-12-24,28.69,129.06
2020-12-28,28.55,130.52
2020-12-29,28.54,129.89999
2020-12-30,28.49,129.83
2020-12-31,28.76,130.02
2021-01-04,29.44,127.9
2021-01-05,29.26,128.73
2021-01-06,29.83,126.51
2021-01-07,29.91,129.92
2021-01-08,29.02,130.75999
2021-01-11,28.87,129.67999
2021-01-12,28.75,129.06
2021-01-13,28.61,129.88
2021-01-14,29.29,128.74001
2021-01-15,29.17,127.42
2021-01-19,28.95,129.08
2021-01-20,28.96,131.64
2021-01-21,28.83,133.34
2021-01-22,28.93,132.83
2021-01-25,29.11,133.94
2021-01-26,29.75,134.03
2021-01-27,29.14,131.5
2021-01-28,28.8,132.03999
2021-01-29,28.63,128.92999
2021-02-01,28.65,132.16
2021-02-02,28.54,133.95
2021-02-03,28.51,133.49001
2021-02-04,28.89,135.62
2021-02-05,28.93,135.32001
2021-02-08,28.77,136.74001
2021-02-09,28.62,136.58
2021-02-10,28.55,136.38
2021-02-11,28.69,137.88
2021-02-12,28.8,138.59
2021-02-16,28.97,138.14
2021-02-17,29.57,136.92
2021-02-18,29.23,136.25
2021-02-19,29.0,136.05
2021-02-22,29.32,133.05
2021-02-23,29.18,132.67999
2021-02-24,29.38,134.71001
2021-02-25,28.63,130.0
2021-02-26,27.89,130.69
2021-03-01,28.09,134.89999
2021-03-02,28.22,132.75999
2021-03-03,28.72,129.42
2021-03-04,28.92,126.56
2021-03-05,29.62,128.95
2021-03-08,29.99,125.83
2021-03-09,29.64,130.11
2021-03-10,29.99,129.59
2021-03-11,29.54,132.36
2021-03-12,29.81,131.41
2021-03-15,29.93,132.81
2021-03-16,29.99,133.81
2021-03-17,30.15,133.7
2021-03-18,30.01,129.99001
2021-03-19,29.76,129.60001
2021-03-22,29.99,131.87
2021-03-23,30.0,131.05
2021-03-24,29.99,129.46001
2021-03-25,30.08,129.38
2021-03-26,30.31,132.67
2021-03-29,30.56,131.98
2021-03-30,30.73,130.73
2021-03-31,30.27,132.81
2021-04-01,30.47,135.48
2021-04-05,30.71,138.28
2021-04-06,30.98,137.69
2021-04-07,30.93,138.42
2021-04-08,30.0,140.42
2021-04-09,30.04,141.77
2021-04-12,29.96,141.09
2021-04-13,29.63,142.42
2021-04-14,29.73,140.91
2021-04-15,29.75,143.33
2021-04-16,29.95,143.3
2021-04-19,29.99,142.11
2021-04-20,29.89,140.85001
2021-04-21,30.11,142.27
2021-04-22,31.36,140.60001
2021-04-23,31.4,142.7
2021-04-26,30.91,143.42999
2021-04-27,30.77,143.08
2021-04-28,30.96,141.75
2021-04-29,31.34,141.63
2021-04-30,31.41,139.7
2021-05-03,31.5,139.31
2021-05-04,32.02,136.81
2021-05-05,32.03,136.48
2021-05-06,32.41,137.85001
2021-05-07,32.16,139.03
2021-05-10,32.63,135.52
2021-05-11,32.26,135.11
2021-05-12,31.97,131.31
2021-05-13,32.21,133.05
2021-05-14,32.24,135.98
2021-05-17,31.37,134.98
2021-05-18,29.55,133.89999
2021-05-19,28.96,134.37
2021-05-20,29.64,136.94
2021-05-21,30.01,136.19
2021-05-24,29.75,138.61
2021-05-25,29.52,138.64999
2021-05-26,29.55,138.64
2021-05-27,29.71,137.91
2021-05-28,29.43,138.39999
2021-06-01,29.32,137.72
2021-06-02,29.61,138.67
2021-06-03,29.23,137.38
2021-06-04,29.27,140.02
2021-06-07,29.08,139.99001
2021-06-08,28.98,140.0
2021-06-09,29.01,140.10001
2021-06-10,29.18,141.13
2021-06-11,29.32,141.97
2021-06-14,29.09,143.41
2021-06-15,29.28,142.53
2021-06-16,29.06,141.75999
2021-06-17,28.74,143.39999
2021-06-18,28.65,142.09
2021-06-21,28.93,143.35001
2021-06-22,28.78,144.64999
2021-06-23,28.65,144.49001
2021-06-24,28.79,145.39999
2021-06-25,28.89,145.23
2021-06-28,28.78,146.75
2021-06-29,28.66,147.82001
2021-06-30,28.78,147.66
2021-07-01,29.11,147.91
2021-07-02,29.23,149.86
2021-07-06,29.02,150.42999
2021-07-07,28.93,151.25
2021-07-08,28.18,149.82001
2021-07-09,28.45,151.2
2021-07-12,28.48,151.32001
2021-07-13,28.27,151.94
2021-07-14,28.26,153.06
2021-07-15,28.43,151.8
2021-07-16,28.34,150.3
2021-07-19,27.79,148.23
2021-07-20,27.91,150.42999
2021-07-21,27.9,151.88
2021-07-22,28.01,153.0
2021-07-23,28.15,154.52
2021-07-26,28.18,154.44
2021-07-27,28.2,152.98
2021-07-28,28.01,152.78999
2021-07-29,28.29,153.5
2021-07-30,28.05,153.39999
2021-08-02,28.11,152.85001
2021-08-03,28.19,153.83
2021-08-04,27.85,154.14
2021-08-05,27.94,154.99001
2021-08-06,27.96,154.86
2021-08-09,27.85,154.36
2021-08-10,28.09,153.25
2021-08-11,28.16,153.27
2021-08-12,28.02,154.14999
2021-08-13,28.19,154.99001
2021-08-16,28.2,155.69
2021-08-17,28.19,154.39999
2021-08-18,27.83,152.27
2021-08-19,27.53,153.75999
2021-08-20,27.57,155.74001
2021-08-23,27.52,157.75
2021-08-24,27.45,157.57001
2021-08-25,27.43,157.48
2021-08-26,27.02,156.49001
2021-08-27,27.13,158.0
2021-08-30,27.23,159.7
2021-08-31,27.42,158.86
2021-09-01,27.19,158.89999
2021-09-02,27.64,158.73
2021-09-03,27.56,159.36
2021-09-07,27.42,159.39999
2021-09-08,27.6,158.78999
2021-09-09,27.42,158.19
2021-09-10,27.18,156.63
2021-09-13,27.52,156.67999
2021-09-14,27.33,156.48
2021-09-15,27.57,157.85001
2021-09-16,27.6,157.94
2021-09-17,27.53,155.48
2021-09-20,27.21,152.38
2021-09-21,26.96,152.44
2021-09-22,27.01,154.53
2021-09-23,27.19,156.60001
2021-09-24,27.13,156.71001
2021-09-27,27.4,155.19
2021-09-28,27.24,150.59
2021-09-29,27.4,150.39999
2021-09-30,27.01,149.32001
2021-10-01,27.16,151.57001
2021-10-04,27.25,148.06
2021-10-05,27.35,150.17
2021-10-06,27.31,151.14999
2021-10-07,27.09,152.53
2021-10-08,26.77,151.96001
2021-10-11,26.03,151.12
2021-10-12,25.43,150.34
2021-10-13,25.3,151.25999
2021-10-14,25.62,154.67
2021-10-15,25.7,155.91
2021-10-18,25.33,157.23
2021-10-19,25.59,158.78999
2021-10-20,25.91,158.35001
2021-10-21,25.76,158.96001
2021-10-22,25.49,158.41
2021-10-25,25.64,158.92999
2021-10-26,25.37,159.38
2021-10-27,25.06,159.24001
2021-10-28,25.55,160.84
2021-10-29,25.26,161.53
2021-11-01,25.37,161.28999
2021-11-02,25.23,162.71001
2021-11-03,25.18,163.66
2021-11-04,24.8,166.22
2021-11-05,25.1,167.08
2021-11-08,24.88,167.98
2021-11-09,24.71,167.28999
2021-11-10,24.95,164.53
2021-11-11,24.92,165.3
2021-11-12,24.94,167.31
2021-11-15,24.8,167.14
2021-11-16,24.66,168.89999
2021-11-17,24.66,168.39
2021-11-18,24.39,170.07001
2021-11-19,24.13,171.31
2021-11-22,24.7,169.39999
2021-11-23,24.76,169.00999
2021-11-24,24.47,170.24001
2021-11-26,24.22,165.99001
2021-11-29,23.89,170.14
2021-11-30,22.83,168.72
2021-12-01,22.23,166.41
2021-12-02,23.05,167.94
2021-12-03,23.46,165.13
2021-12-06,23.28,166.7
2021-12-07,23.08,172.52
2021-12-08,23.17,173.31
2021-12-09,22.94,171.44
2021-12-10,22.84,174.88
2021-12-13,22.44,172.28
2021-12-14,22.29,169.45
2021-12-15,22.17,173.94
2021-12-16,23.71,169.00999
2021-12-17,23.78,167.88
2021-12-20,24.19,165.57001
2021-12-21,24.47,169.75999
2021-12-22,24.78,171.98
2021-12-23,24.87,172.94
2021-12-27,24.78,176.64999
2021-12-28,24.82,175.73
2021-12-29,24.64,175.88
2021-12-30,24.78,174.72
2021-12-31,24.6,173.87
2022-01-03,25.43,175.52
2022-01-04,25.64,173.66
2022-01-05,26.21,168.32001
2022-01-06,26.11,167.47
2022-01-07,26.29,165.92999
2022-01-10,26.46,165.96001
2022-01-11,26.34,167.95
2022-01-12,26.45,168.74001
2022-01-13,26.8,164.37
2022-01-14,27.18,165.75999
2022-01-18,27.31,161.78
2022-01-19,27.28,159.52
2022-01-20,27.02,157.46001
2022-01-21,26.61,154.33
2022-01-24,26.34,155.13
2022-01-25,26.48,151.53999
2022-01-26,24.25,152.42999
2022-01-27,24.12,151.38
2022-01-28,25.21,158.0
2022-01-31,25.5,161.97
2022-02-01,24.42,162.39
2022-02-02,24.54,163.71001
2022-02-03,24.56,158.96001
2022-02-04,24.08,159.60001
2022-02-07,23.93,158.53999
2022-02-08,23.94,160.5
2022-02-09,24.5,164.06
2022-02-10,24.25,159.77
2022-02-11,24.13,154.89
2022-02-14,24.05,154.84
2022-02-15,24.34,158.91
2022-02-16,23.94,158.75
2022-02-17,23.76,154.0
2022-02-18,23.87,152.44
2022-02-22,23.75,151.03
2022-02-23,23.51,147.25
2022-02-24,23.23,152.28
2022-02-25,23.91,154.35001
2022-02-28,23.69,154.07001
2022-03-01,23.53,150.99001
2022-03-02,23.82,154.25999
2022-03-03,23.91,152.42
2022-03-04,23.87,149.75
2022-03-07,23.57,144.27
2022-03-08,23.0,143.57001
2022-03-09,23.26,149.25
2022-03-10,23.19,146.64
2022-03-11,23.19,144.06
2022-03-14,22.89,141.39
2022-03-15,23.09,146.14
2022-03-16,23.19,150.89
2022-03-17,23.19,151.96001
2022-03-18,23.22,155.07001
2022-03-21,23.16,154.49001
2022-03-22,23.21,156.71001
2022-03-23,23.21,154.3
2022-03-24,23.33,158.31
2022-03-25,23.84,158.22
2022-03-28,23.87,160.10001
2022-03-29,23.99,163.5
2022-03-30,24.14,161.32001
2022-03-31,23.63,158.92999
2022-04-01,23.98,158.46001
2022-04-04,24.18,161.47
2022-04-05,23.89,158.07001
2022-04-06,24.03,154.33
2022-04-07,23.73,154.57001
2022-04-08,24.14,152.41
2022-04-11,19.63,148.57001
2022-04-12,19.56,147.91
2022-04-13,19.42,150.28999
2022-04-14,19.54,146.64
2022-04-18,19.46,147.12
2022-04-19,19.49,149.88
2022-04-20,19.43,149.74001
2022-04-21,20.21,147.2
2022-04-22,19.52,143.08
2022-04-25,19.51,145.23
2022-04-26,19.3,139.82001
2022-04-27,19.07,141.89
2022-04-28,19.42,147.57001
2022-04-29,18.86,141.42
2022-05-02,19.12,143.57001
2022-05-03,19.33,143.82001
2022-05-04,19.95,148.87
2022-05-05,19.95,141.71001
2022-05-06,20.03,140.57001
2022-05-09,19.55,135.13
2022-05-10,19.36,137.19
2022-05-11,19.43,132.86
2022-05-12,19.72,131.49001
2022-05-13,19.84,135.86
2022-05-16,20.28,134.66
2022-05-17,20.57,138.56
2022-05-18,20.23,132.22
2022-05-19,20.21,130.77
2022-05-20,20.4,131.06
2022-05-23,20.74,134.07001
2022-05-24,21.16,132.08
2022-05-25,21.3,133.62
2022-05-26,21.32,136.83
2022-05-27,21.29,141.46001
2022-05-31,21.29,140.45
2022-06-01,21.22,140.03
2022-06-02,21.19,143.42
2022-06-03,20.9,139.99001
2022-06-06,20.94,140.0
2022-06-07,21.14,141.67
2022-06-08,21.05,140.07001
2022-06-09,20.88,136.33
2022-06-10,20.69,131.09
2022-06-13,19.76,125.28
2022-06-14,19.45,126.07
2022-06-15,19.44,128.73
2022-06-16,18.96,123.49
2022-06-17,19.38,124.62
2022-06-21,19.96,127.46
2022-06-22,20.32,126.92
2022-06-23,20.61,128.82001
2022-06-24,20.99,133.45
2022-06-27,20.78,132.55
2022-06-28,20.61,128.58
2022-06-29,20.95,128.84
2022-06-30,20.96,127.12
2022-07-01,21.31,127.41
2022-07-05,21.17,129.00999
2022-07-06,21.09,130.12
2022-07-07,21.15,132.81
2022-07-08,20.8,132.87
2022-07-11,20.66,131.03999
2022-07-12,20.6,129.25
2022-07-13,20.45,128.91
2022-07-14,20.33,130.09
2022-07-15,20.57,132.38
2022-07-18,20.53,131.10001
2022-07-19,20.8,135.10001
2022-07-20,20.48,137.21001
2022-07-21,18.92,139.14
2022-07-22,18.4,137.22
2022-07-25,18.53,136.35001
2022-07-26,18.3,134.14
2022-07-27,18.39,139.91
2022-07-28,18.58,142.03999
2022-07-29,18.78,144.22
2022-08-01,18.73,143.91
2022-08-02,18.36,142.89
2022-08-03,18.37,146.69
2022-08-04,18.27,147.36
2022-08-05,18.35,147.02
2022-08-08,18.0,145.77
2022-08-09,18.1,144.31
2022-08-10,18.01,148.25
2022-08-11,18.04,147.67
2022-08-12,18.27,150.61
2022-08-15,18.39,151.56
2022-08-16,18.57,151.14999
2022-08-17,18.42,150.07001
2022-08-18,18.43,150.85001
2022-08-19,18.43,148.11
2022-08-22,18.13,143.98
2022-08-23,18.06,143.60001
2022-08-24,18.01,143.69
2022-08-25,18.09,146.12
2022-08-26,17.89,139.88
2022-08-29,17.78,138.03
2022-08-30,17.82,136.59
2022-08-31,17.54,135.25999
2022-09-01,17.5,134.60001
2022-09-02,17.19,132.85001
2022-09-06,16.79,131.97
2022-09-07,16.87,134.08
2022-09-08,16.77,134.53999
2022-09-09,17.03,137.2
2022-09-12,17.38,139.39999
2022-09-13,16.83,132.0
2022-09-14,16.77,132.48
2022-09-15,16.76,129.42999
2022-09-16,16.74,128.71001
2022-09-19,16.76,129.44
2022-09-20,16.56,128.67999
2022-09-21,16.25,126.67
2022-09-22,16.24,125.38
2022-09-23,16.01,123.74
2022-09-26,15.67,122.88
2022-09-27,15.73,123.04
2022-09-28,15.83,124.34
2022-09-29,15.53,121.1
2022-09-30,15.34,118.78
2022-10-03,15.9,122.46
2022-10-04,16.09,126.57
2022-10-05,15.93,126.99
2022-10-06,15.32,125.95
2022-10-07,14.94,120.77
2022-10-10,14.9,118.74
2022-10-11,14.81,116.92
2022-10-12,14.63,116.56
2022-10-13,15.12,120.18
2022-10-14,14.99,116.8
2022-10-17,15.31,120.36
2022-10-18,15.6,121.38
2022-10-19,15.54,121.03
2022-10-20,16.74,121.1
2022-10-21,17.1,124.34
2022-10-24,17.51,126.06
2022-10-25,17.69,128.47
2022-10-26,18.14,125.61
2022-10-27,18.03,124.18
2022-10-28,18.48,129.58
2022-10-31,18.23,127.87
2022-11-01,18.35,126.8
2022-11-02,18.43,122.42
2022-11-03,18.17,118.82
2022-11-04,18.32,120.99
2022-11-07,18.36,123.01
2022-11-08,18.57,124.19
2022-11-09,18.38,120.96
2022-11-10,18.84,130.89999
2022-11-11,19.05,133.14
2022-11-14,19.06,132.0
2022-11-15,19.02,133.60001
2022-11-16,18.93,131.77
2022-11-17,18.95,131.94
2022-11-18,18.97,132.09
2022-11-21,18.84,130.67
2022-11-22,19.0,133.2
2022-11-23,19.09,134.38
2022-11-25,19.12,133.60001
2022-11-28,18.82,130.74001
2022-11-29,19.01,129.46001
2022-11-30,19.28,135.96001
2022-12-01,19.19,136.14999
2022-12-02,19.02,135.36
2022-12-05,18.75,133.11
2022-12-06,19.17,130.25999
2022-12-07,19.3,129.60001
2022-12-08,19.12,131.72
2022-12-09,19.09,130.91
2022-12-12,19.3,133.77
2022-12-13,19.12,135.35001
2022-12-14,18.9,134.21001
2022-12-15,18.47,129.19
2022-12-16,18.49,127.48
2022-12-19,17.86,125.42
2022-12-20,18.07,125.61
2022-12-21,18.15,127.69
2022-12-22,18.27,124.47
2022-12-23,18.31,124.6
2022-12-27,18.46,123.42
2022-12-28,18.22,121.43
2022-12-29,18.45,124.61
2022-12-30,18.41,124.44
2023-01-03,18.74,123.26
2023-01-04,19.14,123.58
2023-01-05,19.21,121.18
2023-01-06,19.53,124.73
2023-01-09,19.04,126.18
2023-01-10,19.47,126.96
2023-01-11,19.41,129.16
2023-01-12,19.41,130.12
2023-01-13,19.55,130.49001
2023-01-17,19.33,131.08
2023-01-18,19.02,129.39
2023-01-19,18.94,127.88
2023-01-20,19.23,131.34
2023-01-23,19.1,134.33
2023-01-24,19.16,134.27
2023-01-25,20.42,133.99001
2023-01-26,20.0,136.13
2023-01-27,19.95,136.7
2023-01-30,20.16,134.09
2023-01-31,20.37,135.96001
2023-02-01,20.18,139.16
2023-02-02,20.28,142.96001
2023-02-03,19.83,141.77
2023-02-06,19.58,140.03999
2023-02-07,19.25,143.53999
2023-02-08,19.16,141.81
2023-02-09,18.97,141.03
2023-02-10,19.07,140.38
2023-02-13,19.26,142.81
2023-02-14,19.15,143.42
2023-02-15,19.25,144.09
2023-02-16,19.26,141.59
2023-02-17,19.44,139.82001
2023-02-21,19.21,136.5
2023-02-22,19.38,136.3
2023-02-23,19.35,138.56
2023-02-24,19.24,136.09
2023-02-27,19.03,136.82001
2023-02-28,18.91,136.52
2023-03-01,18.66,135.52
2023-03-02,18.66,137.19
2023-03-03,18.81,140.14
2023-03-06,18.77,140.81
2023-03-07,18.71,139.06
2023-03-08,18.61,140.21001
2023-03-09,18.32,138.2
2023-03-10,18.43,135.77
2023-03-13,18.3,136.50999
2023-03-14,18.44,139.66
2023-03-15,18.31,139.74001
2023-03-16,18.39,143.66
2023-03-17,18.13,143.46001
2023-03-20,18.49,143.53
2023-03-21,18.54,144.69
2023-03-22,18.39,143.25
2023-03-23,18.46,145.58
2023-03-24,18.61,145.96001
2023-03-27,18.87,144.83
2023-03-28,18.72,144.14999
2023-03-29,19.0,147.17
2023-03-30,19.08,148.88
2023-03-31,19.25,151.00999
2023-04-03,19.39,150.77
2023-04-04,19.64,149.94
2023-04-05,19.88,148.23
2023-04-06,19.65,149.07001
2023-04-10,19.57,148.99001
2023-04-11,19.69,147.59
2023-04-12,19.77,146.75
2023-04-13,19.96,149.48
2023-04-14,19.93,148.64999
2023-04-17,19.79,149.19
2023-04-18,19.82,149.64999
2023-04-19,19.7,149.22
2023-04-20,17.65,148.24001
2023-04-21,18.22,147.75999
2023-04-24,17.53,147.11
2023-04-25,17.51,143.97
2023-04-26,17.2,146.11
2023-04-27,17.61,149.21001
2023-04-28,17.67,150.83
2023-05-01,17.5,150.92
2023-05-02,17.07,149.50999
2023-05-03,17.09,148.25
2023-05-04,16.91,147.53999
2023-05-05,17.13,151.24001
2023-05-08,17.12,151.16
2023-05-09,17.02,150.0
2023-05-10,17.04,151.83
2023-05-11,16.96,151.14999
2023-05-12,17.03,150.95
2023-05-15,16.95,152.2
2023-05-16,16.53,152.36
2023-05-17,16.66,154.39
2023-05-18,16.55,157.55
2023-05-19,16.31,157.48
2023-05-22,16.38,157.78
2023-05-23,16.1,155.45
2023-05-24,15.95,154.31
2023-05-25,15.15,160.23
2023-05-26,15.5,164.78
2023-05-30,15.64,165.66
2023-05-31,15.73,164.28
2023-06-01,15.81,165.95
2023-06-02,15.21,166.89999
2023-06-05,15.39,165.94
2023-06-06,15.67,165.89999
2023-06-07,16.1,163.42
2023-06-08,16.07,165.19
2023-06-09,15.95,166.00999
2023-06-12,15.93,169.62
2023-06-13,15.82,170.64999
2023-06-14,15.84,172.41
2023-06-15,16.03,174.63
2023-06-16,16.06,173.19
2023-06-20,15.78,171.66
2023-06-21,15.61,169.12
2023-06-22,15.58,170.5
2023-06-23,15.45,168.64999
2023-06-26,15.63,167.44
2023-06-27,15.84,170.74001
2023-06-28,15.78,170.84
2023-06-29,15.98,171.14
2023-06-30,15.95,173.86
2023-07-03,16.12,173.49001
2023-07-05,16.07,172.42
2023-07-06,15.87,171.96001
2023-07-07,15.61,171.21001
2023-07-10,15.27,171.66
2023-07-11,15.23,172.03
2023-07-12,15.12,173.98
2023-07-13,15.12,176.25
2023-07-14,14.5,175.99001
2023-07-17,13.53,178.24001
2023-07-18,13.45,180.25999
2023-07-19,14.59,179.81
2023-07-20,14.66,176.22
2023-07-21,14.76,176.13
2023-07-24,14.95,176.44
2023-07-25,14.8,178.46001
2023-07-26,14.89,176.06
2023-07-27,14.51,175.55
2023-07-28,14.45,177.94
2023-07-31,14.52,178.35001
2023-08-01,14.3,178.64999
2023-08-02,14.35,174.23
2023-08-03,14.09,173.52
2023-08-04,14.0,171.16
2023-08-07,14.01,171.64
2023-08-08,14.18,170.32001
2023-08-09,14.27,168.12
2023-08-10,14.17,168.14
2023-08-11,14.37,166.89999
2023-08-14,14.26,169.56
2023-08-15,14.14,167.89
2023-08-16,14.1,166.28999
2023-08-17,14.01,164.71001
2023-08-18,14.05,164.96001
2023-08-21,14.1,168.11
2023-08-22,14.26,167.92
2023-08-23,14.16,170.95
2023-08-24,14.15,167.00999
2023-08-25,14.11,168.71001
2023-08-28,14.21,170.09
2023-08-29,14.77,173.5
2023-08-30,14.73,174.81
2023-08-31,14.79,175.66
2023-09-01,14.65,176.2
2023-09-05,14.48,176.83
2023-09-06,14.61,174.96001
2023-09-07,14.61,172.42999
2023-09-08,14.4,172.78999
2023-09-11,14.52,173.69
2023-09-12,14.46,170.53999
2023-09-13,14.62,170.97
2023-09-14,15.06,172.21001
2023-09-15,15.23,168.89999
2023-09-18,15.09,169.35001
2023-09-19,15.21,169.25999
2023-09-20,15.55,166.60001
2023-09-21,15.31,164.06
2023-09-22,15.12,164.41
2023-09-25,15.06,164.94
2023-09-26,15.02,161.97
2023-09-27,14.87,162.22
2023-09-28,15.01,163.37
2023-09-29,15.02,163.92999
2023-10-02,14.67,165.69
2023-10-03,14.78,162.88
2023-10-04,14.65,164.91
2023-10-05,14.83,165.13
2023-10-06,14.45,168.22
2023-10-09,14.73,169.09
2023-10-10,14.96,169.35001
2023-10-11,14.77,170.92
2023-10-12,14.45,171.08
2023-10-13,14.36,168.63
2023-10-16,14.41,170.25
2023-10-17,14.58,169.46001
2023-10-18,14.32,167.72
2023-10-19,15.26,166.75999
2023-10-20,15.38,163.94
2023-10-23,14.95,164.13
2023-10-24,15.53,165.25999
2023-10-25,15.19,163.31
2023-10-26,15.12,160.19
2023-10-27,14.82,161.12
2023-10-30,15.26,162.85001
2023-10-31,15.4,164.00999
2023-11-01,15.58,167.17999
2023-11-02,15.73,170.00999
2023-11-03,15.88,171.75999
2023-11-06,15.75,172.89
2023-11-07,15.84,174.78
2023-11-08,15.65,175.77
2023-11-09,15.63,174.95
2023-11-10,15.64,179.52
2023-11-13,15.58,178.47
2023-11-14,15.63,182.03999
2023-11-15,15.76,182.27
2023-11-16,15.88,183.17999
2023-11-17,15.9,182.8
2023-11-20,16.1,185.45
2023-11-21,16.19,183.95
2023-11-22,16.17,184.77
2023-11-24,16.21,184.41
2023-11-27,16.21,184.39999
2023-11-28,16.18,184.75
2023-11-29,16.3,184.89
2023-11-30,16.57,185.16
2023-12-01,16.76,185.58
2023-12-04,16.66,183.32001
2023-12-05,17.22,184.42
2023-12-06,16.94,182.86
2023-12-07,17.09,185.08
2023-12-08,16.92,186.66
2023-12-11,16.62,188.28999
2023-12-12,16.41,189.53999
2023-12-13,16.45,191.21001
2023-12-14,16.65,190.74001
2023-12-15,16.52,191.7
2023-12-18,16.46,191.85001
2023-12-19,16.61,192.58
2023-12-20,16.4,189.67
2023-12-21,16.49,191.8
2023-12-22,16.55,192.05
2023-12-26,16.57,192.85001
2023-12-27,16.58,192.84
2023-12-28,16.74,193.07001
2023-12-29,16.78,192.48
